id,rank,common_name,french_name,order,family,subfamily,genus,species,annotation,status_accidental,status_hawaiian,status_introduced,status_nonbreeding,status_extinct,status_misplaced
533,species,Horned Puffin,Macareux cornu,Charadriiformes,Alcidae,,Fratercula,Fratercula corniculata,Monotypic.,,,,,,
534,species,Tufted Puffin,Macareux huppé,Charadriiformes,Alcidae,,Fratercula,Fratercula cirrhata,Monotypic.,,,,,,
290,species,Swallow-tailed Gull,Mouette à queue fourchue,Charadriiformes,Laridae,Larinae,Creagrus,Creagrus furcatus,Monotypic.,A,,,,,
1925,species,Black-legged Kittiwake,Mouette tridactyle,Charadriiformes,Laridae,Larinae,Rissa,Rissa tridactyla,,,,,,,
1982,species,Red-legged Kittiwake,Mouette des brumes,Charadriiformes,Laridae,Larinae,Rissa,Rissa brevirostris,Monotypic.,,,,,,
480,species,Ivory Gull,Mouette blanche,Charadriiformes,Laridae,Larinae,Pagophila,Pagophila eburnea,Monotypic.,,,,,,
1988,species,Sabine's Gull,Mouette de Sabine,Charadriiformes,Laridae,Larinae,Xema,Xema sabini,,,,,,,
1993,species,Bonaparte's Gull,Mouette de Bonaparte,Charadriiformes,Laridae,Larinae,Chroicocephalus,Chroicocephalus philadelphia,Monotypic.,,,,,,
1926,species,Gray-hooded Gull,Mouette à tête grise,Charadriiformes,Laridae,Larinae,Chroicocephalus,Chroicocephalus cirrocephalus,,A,,,,,
1994,species,Black-headed Gull,Mouette rieuse,Charadriiformes,Laridae,Larinae,Chroicocephalus,Chroicocephalus ridibundus,Monotypic.,,,,,,
461,species,Little Gull,Mouette pygmée,Charadriiformes,Laridae,Larinae,Hydrocoloeus,Hydrocoloeus minutus,Monotypic.,,,,,,
1989,species,Ross's Gull,Mouette rosée,Charadriiformes,Laridae,Larinae,Rhodostethia,Rhodostethia rosea,Monotypic.,,,,,,
481,species,Gray Gull,Goéland gris,Charadriiformes,Laridae,Larinae,Leucophaeus,Leucophaeus modestus,Monotypic.,A,,,,,
1990,species,Laughing Gull,Mouette atricille,Charadriiformes,Laridae,Larinae,Leucophaeus,Leucophaeus atricilla,,,,,,,
479,species,Franklin's Gull,Mouette de Franklin,Charadriiformes,Laridae,Larinae,Leucophaeus,Leucophaeus pipixcan,Monotypic.,,,,,,
14721,species,Pallas's Gull,Goéland ichthyaète,Charadriiformes,Laridae,Larinae,Ichthyaetus,Ichthyaetus ichthyaetus,,A,,,,,
1991,species,Belcher's Gull,Goéland siméon,Charadriiformes,Laridae,Larinae,Larus,Larus belcheri,Monotypic.,A,,,,,
463,species,Black-tailed Gull,Goéland à queue noire,Charadriiformes,Laridae,Larinae,Larus,Larus crassirostris,Monotypic.,A,,,,,
462,species,Heermann's Gull,Goéland de Heermann,Charadriiformes,Laridae,Larinae,Larus,Larus heermanni,Monotypic.,,,,,,
464,species,Common Gull,Goéland cendré,Charadriiformes,Laridae,Larinae,Larus,Larus canus,Formerly known as Mew Gull.,,,,,,
14731,species,Short-billed Gull,Goéland à bec court,Charadriiformes,Laridae,Larinae,Larus,Larus brachyrhynchus,Formerly considered conspecific with Larus canus.,,,,,,
465,species,Ring-billed Gull,Goéland à bec cerclé,Charadriiformes,Laridae,Larinae,Larus,Larus delawarensis,Monotypic.,,,,,,
1992,species,Western Gull,Goéland d'Audubon,Charadriiformes,Laridae,Larinae,Larus,Larus occidentalis,Monotypic.,,,,,,
474,species,Yellow-footed Gull,Goéland de Cortez,Charadriiformes,Laridae,Larinae,Larus,Larus livens,Monotypic.,,,,,,
466,species,California Gull,Goéland de Californie,Charadriiformes,Laridae,Larinae,Larus,Larus californicus,,,,,,,
467,species,Herring Gull,Goéland argenté,Charadriiformes,Laridae,Larinae,Larus,Larus argentatus,,,,,,,
468,species,Yellow-legged Gull,Goéland leucophée,Charadriiformes,Laridae,Larinae,Larus,Larus michahellis,,A,,,,,
470,species,Iceland Gull,Goéland arctique,Charadriiformes,Laridae,Larinae,Larus,Larus glaucoides,,,,,,,
471,species,Lesser Black-backed Gull,Goéland brun,Charadriiformes,Laridae,Larinae,Larus,Larus fuscus,,,,,,,
472,species,Slaty-backed Gull,Goéland à manteau ardoisé,Charadriiformes,Laridae,Larinae,Larus,Larus schistisagus,Monotypic.,,,,,,
475,species,Glaucous-winged Gull,Goéland à ailes grises,Charadriiformes,Laridae,Larinae,Larus,Larus glaucescens,Monotypic.,,,,,,
476,species,Glaucous Gull,Goéland bourgmestre,Charadriiformes,Laridae,Larinae,Larus,Larus hyperboreus,,,,,,,
477,species,Great Black-backed Gull,Goéland marin,Charadriiformes,Laridae,Larinae,Larus,Larus marinus,Monotypic.,,,,,,
478,species,Kelp Gull,Goéland dominicain,Charadriiformes,Laridae,Larinae,Larus,Larus dominicanus,Monotypic.,,,,,,
482,species,Brown Noddy,Noddi brun,Charadriiformes,Laridae,Sterninae,Anous,Anous stolidus,,,,,,,
483,species,Black Noddy,Noddi noir,Charadriiformes,Laridae,Sterninae,Anous,Anous minutus,,,,,,,
12861,species,Blue-gray Noddy,Noddi bleu,Charadriiformes,Laridae,Sterninae,Anous,Anous ceruleus,Formerly placed in the genus Procelsterna (P. cerulea).,,H,,,,
485,species,White Tern,Gygis blanche,Charadriiformes,Laridae,Sterninae,Gygis,Gygis alba,,,,,,,
486,species,Sooty Tern,Sterne fuligineuse,Charadriiformes,Laridae,Sterninae,Onychoprion,Onychoprion fuscatus,,,,,,,
487,species,Gray-backed Tern,Sterne à dos gris,Charadriiformes,Laridae,Sterninae,Onychoprion,Onychoprion lunatus,Monotypic.,A,H,,,,
488,species,Bridled Tern,Sterne bridée,Charadriiformes,Laridae,Sterninae,Onychoprion,Onychoprion anaethetus,,,,,,,
489,species,Aleutian Tern,Sterne des Aléoutiennes,Charadriiformes,Laridae,Sterninae,Onychoprion,Onychoprion aleuticus,Monotypic.,,,,,,
490,species,Little Tern,Sterne naine,Charadriiformes,Laridae,Sterninae,Sternula,Sternula albifrons,,A,H,,,,
491,species,Least Tern,Petite Sterne,Charadriiformes,Laridae,Sterninae,Sternula,Sternula antillarum,,,,,,,
492,species,Yellow-billed Tern,Sterne argentée,Charadriiformes,Laridae,Sterninae,Sternula,Sternula superciliaris,Monotypic.,A,,,,,
493,species,Large-billed Tern,Sterne à gros bec,Charadriiformes,Laridae,Sterninae,Phaetusa,Phaetusa simplex,,A,,,,,
494,species,Gull-billed Tern,Sterne hansel,Charadriiformes,Laridae,Sterninae,Gelochelidon,Gelochelidon nilotica,,,,,,,
495,species,Caspian Tern,Sterne caspienne,Charadriiformes,Laridae,Sterninae,Hydroprogne,Hydroprogne caspia,Monotypic.,,,,,,
496,species,Inca Tern,Sterne inca,Charadriiformes,Laridae,Sterninae,Larosterna,Larosterna inca,Monotypic.,A,,,,,
497,species,Black Tern,Guifette noire,Charadriiformes,Laridae,Sterninae,Chlidonias,Chlidonias niger,,,,,,,
498,species,White-winged Tern,Guifette leucoptère,Charadriiformes,Laridae,Sterninae,Chlidonias,Chlidonias leucopterus,Monotypic.,A,,,,,
499,species,Whiskered Tern,Guifette moustac,Charadriiformes,Laridae,Sterninae,Chlidonias,Chlidonias hybrida,,A,,,,,
500,species,Roseate Tern,Sterne de Dougall,Charadriiformes,Laridae,Sterninae,Sterna,Sterna dougallii,,,,,,,
501,species,Common Tern,Sterne pierregarin,Charadriiformes,Laridae,Sterninae,Sterna,Sterna hirundo,,,,,,,
502,species,Arctic Tern,Sterne arctique,Charadriiformes,Laridae,Sterninae,Sterna,Sterna paradisaea,Monotypic.,,,,,,
503,species,Forster's Tern,Sterne de Forster,Charadriiformes,Laridae,Sterninae,Sterna,Sterna forsteri,Monotypic.,,,,,,
504,species,Royal Tern,Sterne royale,Charadriiformes,Laridae,Sterninae,Thalasseus,Thalasseus maximus,,,,,,,
505,species,Great Crested Tern,Sterne huppée,Charadriiformes,Laridae,Sterninae,Thalasseus,Thalasseus bergii,,A,H,,,,
506,species,Sandwich Tern,Sterne caugek,Charadriiformes,Laridae,Sterninae,Thalasseus,Thalasseus sandvicensis,,,,,,,
507,species,Elegant Tern,Sterne élégante,Charadriiformes,Laridae,Sterninae,Thalasseus,Thalasseus elegans,Monotypic.,,,,,,
1937,species,Black Skimmer,Bec-en-ciseaux noir,Charadriiformes,Laridae,Rynchopinae,Rynchops,Rynchops niger,,,,,,,
363,species,Sunbittern,Caurale soleil,Eurypygiformes,Eurypygidae,,Eurypyga,Eurypyga helias,,,,,,,
195,species,White-tailed Tropicbird,Phaéton à bec jaune,Phaethontiformes,Phaethontidae,,Phaethon,Phaethon lepturus,,,,,,,
196,species,Red-billed Tropicbird,Phaéton à bec rouge,Phaethontiformes,Phaethontidae,,Phaethon,Phaethon aethereus,,,,,,,
197,species,Red-tailed Tropicbird,Phaéton à brins rouges,Phaethontiformes,Phaethontidae,,Phaethon,Phaethon rubricauda,,,,,,,
134,species,Red-throated Loon,Plongeon catmarin,Gaviiformes,Gaviidae,,Gavia,Gavia stellata,Monotypic.,,,,,,
2000,species,Arctic Loon,Plongeon arctique,Gaviiformes,Gaviidae,,Gavia,Gavia arctica,,,,,,,
135,species,Pacific Loon,Plongeon du Pacifique,Gaviiformes,Gaviidae,,Gavia,Gavia pacifica,"Monotypic. Considered subspecies of <i>G. arctica</i> by AOU (1957), Peters (1979), and del Hoyo, et al. (1992).",,,,,,
136,species,Common Loon,Plongeon huard,Gaviiformes,Gaviidae,,Gavia,Gavia immer,"Monotypic.
",,,,,,
137,species,Yellow-billed Loon,Plongeon à bec blanc,Gaviiformes,Gaviidae,,Gavia,Gavia adamsii,Monotypic.,,,,,,
142,species,Yellow-nosed Albatross,Albatros à nez jaune,Procellariiformes,Diomedeidae,,Thalassarche,Thalassarche chlororhynchos,,A,,,,,
143,species,White-capped Albatross,Albatros à cape blanche,Procellariiformes,Diomedeidae,,Thalassarche,Thalassarche cauta,,A,,,,,
12401,species,Chatham Albatross,Albatros des Chatham,Procellariiformes,Diomedeidae,,Thalassarche,Thalassarche eremita,,A,,,,,
10861,species,Salvin's Albatross,Albatros de Salvin,Procellariiformes,Diomedeidae,,Thalassarche,Thalassarche salvini,,A,,,,,
2004,species,Black-browed Albatross,Albatros à sourcils noirs,Procellariiformes,Diomedeidae,,Thalassarche,Thalassarche melanophris,,A,,,,,
144,species,Light-mantled Albatross,Albatros fuligineux,Procellariiformes,Diomedeidae,,Phoebetria,Phoebetria palpebrata,Monotypic.,A,,,,,
145,species,Wandering Albatross,Albatros hurleur,Procellariiformes,Diomedeidae,,Diomedea,Diomedea exulans,,A,,,,,
146,species,Laysan Albatross,Albatros de Laysan,Procellariiformes,Diomedeidae,,Phoebastria,Phoebastria immutabilis,Monotypic.,,,,,,
147,species,Black-footed Albatross,Albatros à pieds noirs,Procellariiformes,Diomedeidae,,Phoebastria,Phoebastria nigripes,Monotypic.,,,,,,
11251,species,Waved Albatross,Albatros des Galapagos,Procellariiformes,Diomedeidae,,Phoebastria,Phoebastria irrorata,,A,,,,,
148,species,Short-tailed Albatross,Albatros à queue courte,Procellariiformes,Diomedeidae,,Phoebastria,Phoebastria albatrus,Monotypic.,,,,N,,
181,species,Wilson's Storm-Petrel,Océanite de Wilson,Procellariiformes,Oceanitidae,,Oceanites,Oceanites oceanicus,,,,,N,,
1995,species,White-faced Storm-Petrel,Océanite frégate,Procellariiformes,Oceanitidae,,Pelagodroma,Pelagodroma marina,,,,,,,
183,species,Black-bellied Storm-Petrel,Océanite à ventre noir,Procellariiformes,Oceanitidae,,Fregetta,Fregetta tropica,,A,,,,,
182,species,European Storm-Petrel,Océanite tempête,Procellariiformes,Hydrobatidae,,Hydrobates,Hydrobates pelagicus,Monotypic.,A,,,,,
13491,species,Fork-tailed Storm-Petrel,Océanite à queue fourchue,Procellariiformes,Hydrobatidae,,Hydrobates,Hydrobates furcatus,Formerly placed in the genus Oceanodroma.,,,,,,
13501,species,Ringed Storm-Petrel,Océanite de Hornby,Procellariiformes,Hydrobatidae,,Hydrobates,Hydrobates hornbyi,Formerly placed in the genus Oceanodroma. Monotypic.,A,,,,,
13511,species,Swinhoe's Storm-Petrel,Océanite de Swinhoe,Procellariiformes,Hydrobatidae,,Hydrobates,Hydrobates monorhis,Formerly placed in the genus Oceanodroma. Monotypic.,A,,,,,
13521,species,Leach's Storm-Petrel,Océanite cul-blanc,Procellariiformes,Hydrobatidae,,Hydrobates,Hydrobates leucorhous,Formerly placed in the genus Oceanodroma.,,,,,,
13531,species,Townsend's Storm-Petrel,Océanite de Townsend,Procellariiformes,Hydrobatidae,,Hydrobates,Hydrobates socorroensis,Formerly placed in the genus Oceanodroma and considered conspecific with Hydrobates leucorhoa and H. cheimomnestes.,,,,,,
13541,species,Ainley's Storm-Petrel,Océanite d’Ainley,Procellariiformes,Hydrobatidae,,Hydrobates,Hydrobates cheimomnestes,Formerly placed in the genus Oceanodroma and considered conspecific with Hydrobates leucorhoa and H. socorroensis.,,,,,,
13551,species,Ashy Storm-Petrel,Océanite cendré,Procellariiformes,Hydrobatidae,,Hydrobates,Hydrobates homochroa,Formerly placed in the genus Oceanodroma. Monotypic.,,,,,,
13561,species,Band-rumped Storm-Petrel,Océanite de Castro,Procellariiformes,Hydrobatidae,,Hydrobates,Hydrobates castro,Formerly placed in the genus Oceanodroma. Monotypic.,,,,N,,
13571,species,Wedge-rumped Storm-Petrel,Océanite téthys,Procellariiformes,Hydrobatidae,,Hydrobates,Hydrobates tethys,Formerly placed in the genus Oceanodroma.,,,,N,,
13581,species,Black Storm-Petrel,Océanite noir,Procellariiformes,Hydrobatidae,,Hydrobates,Hydrobates melania,Formerly placed in the genus Oceanodroma. Monotypic.,,,,,,
13591,species,Guadalupe Storm-Petrel,Océanite de Guadalupe,Procellariiformes,Hydrobatidae,,Hydrobates,Hydrobates macrodactylus,Formerly placed in the genus Oceanodroma.,,,,,†,
13601,species,Markham's Storm-Petrel,Océanite de Markham,Procellariiformes,Hydrobatidae,,Hydrobates,Hydrobates markhami,Formerly placed in the genus Oceanodroma. Monotypic.,A,,,,,
13611,species,Tristram's Storm-Petrel,Océanite de Tristram,Procellariiformes,Hydrobatidae,,Hydrobates,Hydrobates tristrami,Formerly placed in the genus Oceanodroma. Monotypic.,,,,,,
13621,species,Least Storm-Petrel,Océanite minute,Procellariiformes,Hydrobatidae,,Hydrobates,Hydrobates microsoma,Formerly placed in the genus Oceanodroma. Monotypic.,,,,,,
15014,species,Northern Giant-Petrel,Pétrel de Hall,Procellariiformes,Procellariidae,,Macronectes,Macronectes halli,,A,,,,,
1983,species,Northern Fulmar,Fulmar boréal,Procellariiformes,Procellariidae,,Fulmarus,Fulmarus glacialis,,,,,,,
13631,species,Gray-faced Petrel,Pétrel à face grise,Procellariiformes,Procellariidae,,Pterodroma,Pterodroma gouldi,Formerly considered conspecific with P. macroptera.,A,,,,,
10601,species,Providence Petrel,Pétrel de Solander,Procellariiformes,Procellariidae,,Pterodroma,Pterodroma solandri,Also known as Solander’s Petrel.,A,,,,,
150,species,Kermadec Petrel,Pétrel des Kermadec,Procellariiformes,Procellariidae,,Pterodroma,Pterodroma neglecta,,A,,,,,
151,species,Trindade Petrel,Pétrel de Trindade,Procellariiformes,Procellariidae,,Pterodroma,Pterodroma arminjoniana,,,,,N,,
11491,species,Herald Petrel,Pétrel du Herald,Procellariiformes,Procellariidae,,Pterodroma,Pterodroma heraldica,,A,,,,,
152,species,Murphy's Petrel,Pétrel de Murphy,Procellariiformes,Procellariidae,,Pterodroma,Pterodroma ultima,Monotypic.,,,,N,,
153,species,Mottled Petrel,Pétrel maculé,Procellariiformes,Procellariidae,,Pterodroma,Pterodroma inexpectata,Monotypic.,,,,N,,
154,species,Bermuda Petrel,Pétrel des Bermudes,Procellariiformes,Procellariidae,,Pterodroma,Pterodroma cahow,Monotypic.,,,,,,
1981,species,Black-capped Petrel,Pétrel diablotin,Procellariiformes,Procellariidae,,Pterodroma,Pterodroma hasitata,,,,,,,
155,species,Juan Fernandez Petrel,Pétrel de Juan Fernandez,Procellariiformes,Procellariidae,,Pterodroma,Pterodroma externa,Monotypic.,,,,N,,
156,species,Galapagos Petrel,Pétrel des Galapagos,Procellariiformes,Procellariidae,,Pterodroma,Pterodroma phaeopygia,,,,,N,,
157,species,Hawaiian Petrel,Pétrel des Hawaï,Procellariiformes,Procellariidae,,Pterodroma,Pterodroma sandwichensis,,,,,,,
158,species,White-necked Petrel,Pétrel à col blanc,Procellariiformes,Procellariidae,,Pterodroma,Pterodroma cervicalis,Monotypic.,,H,,N,,
159,species,Bonin Petrel,Pétrel des Bonin,Procellariiformes,Procellariidae,,Pterodroma,Pterodroma hypoleuca,Monotypic.,,H,,,,
160,species,Black-winged Petrel,Pétrel à ailes noires,Procellariiformes,Procellariidae,,Pterodroma,Pterodroma nigripennis,Monotypic.,A,H,,,,
10611,species,Fea's Petrel,Pétrel gongon,Procellariiformes,Procellariidae,,Pterodroma,Pterodroma feae,Also known as Cape Verde Petrel.,,,,N,,
11481,species,Zino's Petrel,Pétrel de Madère,Procellariiformes,Procellariidae,,Pterodroma,Pterodroma madeira,,A,,,,,
161,species,Cook's Petrel,Pétrel de Cook,Procellariiformes,Procellariidae,,Pterodroma,Pterodroma cookii,Monotypic.,,,,N,,
162,species,Stejneger's Petrel,Pétrel de Stejneger,Procellariiformes,Procellariidae,,Pterodroma,Pterodroma longirostris,Monotypic.,A,,,,,
13181,species,Tahiti Petrel,Pétrel de Tahiti,Procellariiformes,Procellariidae,,Pseudobulweria,Pseudobulweria rostrata,Formerly included in the genus Pterodroma.,A,,,,,
163,species,Bulwer's Petrel,Pétrel de Bulwer,Procellariiformes,Procellariidae,,Bulweria,Bulweria bulwerii,Monotypic.,,,,,,
164,species,Jouanin's Petrel,Pétrel de Jouanin,Procellariiformes,Procellariidae,,Bulweria,Bulweria fallax,Monotypic.,A,H,,,,
2072,species,White-chinned Petrel,Puffin à menton blanc,Procellariiformes,Procellariidae,,Procellaria,Procellaria aequinoctialis,,A,,,,,
165,species,Parkinson's Petrel,Puffin de Parkinson,Procellariiformes,Procellariidae,,Procellaria,Procellaria parkinsoni,Monotypic.,,,,N,,
166,species,Streaked Shearwater,Puffin leucomèle,Procellariiformes,Procellariidae,,Calonectris,Calonectris leucomelas,Monotypic.,A,,,,,
167,species,Cory's Shearwater,Puffin cendré,Procellariiformes,Procellariidae,,Calonectris,Calonectris diomedea,,,,,N,,
168,species,Cape Verde Shearwater,Puffin du Cap-Vert,Procellariiformes,Procellariidae,,Calonectris,Calonectris edwardsii,Monotypic.,A,,,,,
172,species,Wedge-tailed Shearwater,Puffin fouquet,Procellariiformes,Procellariidae,,Ardenna,Ardenna pacifica,Monotypic.,,,,,,
173,species,Buller's Shearwater,Puffin de Buller,Procellariiformes,Procellariidae,,Ardenna,Ardenna bulleri,Monotypic.,,,,N,,
175,species,Short-tailed Shearwater,Puffin à bec grêle,Procellariiformes,Procellariidae,,Ardenna,Ardenna tenuirostris,Monotypic.,,,,N,,
174,species,Sooty Shearwater,Puffin fuligineux,Procellariiformes,Procellariidae,,Ardenna,Ardenna grisea,Monotypic.,,,,N,,
171,species,Great Shearwater,Puffin majeur,Procellariiformes,Procellariidae,,Ardenna,Ardenna gravis,Monotypic.,,,,N,,
169,species,Pink-footed Shearwater,Puffin à pieds roses,Procellariiformes,Procellariidae,,Ardenna,Ardenna creatopus,Monotypic.,,,,N,,
170,species,Flesh-footed Shearwater,Puffin à pieds pâles,Procellariiformes,Procellariidae,,Ardenna,Ardenna carneipes,Monotypic.,,,,N,,
176,species,Christmas Shearwater,Puffin de la Nativité,Procellariiformes,Procellariidae,,Puffinus,Puffinus nativitatis,Monotypic.,,,,,,
9641,species,Galapagos Shearwater,Puffin des Galapagos,Procellariiformes,Procellariidae,,Puffinus,Puffinus subalaris,,,,,N,,
177,species,Manx Shearwater,Puffin des Anglais,Procellariiformes,Procellariidae,,Puffinus,Puffinus puffinus,Monotypic.,,,,,,
178,species,Townsend's Shearwater,Puffin de Townsend,Procellariiformes,Procellariidae,,Puffinus,Puffinus auricularis,,,,,,,
11501,species,Newell's Shearwater,Puffin de Newell,Procellariiformes,Procellariidae,,Puffinus,Puffinus newelli,Formerly considered conspecific with Puffinus auricularis.,,,,,,
9631,species,Bryan's Shearwater,Puffin de Bryan,Procellariiformes,Procellariidae,,Puffinus,Puffinus bryani,,A,H,,,,
179,species,Black-vented Shearwater,Puffin cul-noir,Procellariiformes,Procellariidae,,Puffinus,Puffinus opisthomelas,Monotypic.,,,,,,
180,species,Audubon's Shearwater,Puffin d'Audubon,Procellariiformes,Procellariidae,,Puffinus,Puffinus lherminieri,,,,,,,
10621,species,Barolo Shearwater,Puffin de Macaronésie,Procellariiformes,Procellariidae,,Puffinus,Puffinus baroli,"Formerly considered conspecific
with Puffinus assimilis. Monotypic.",A,,,,,
10881,species,Maguari Stork,Cigogne maguari,Ciconiiformes,Ciconiidae,,Ciconia,Ciconia maguari,,A,,,,,
252,species,Jabiru,Jabiru d'Amérique,Ciconiiformes,Ciconiidae,,Jabiru,Jabiru mycteria,Monotypic.,,,,,,
253,species,Wood Stork,Tantale d'Amérique,Ciconiiformes,Ciconiidae,,Mycteria,Mycteria americana,Monotypic.,,,,,,
216,species,Lesser Frigatebird,Frégate ariel,Suliformes,Fregatidae,,Fregata,Fregata ariel,,A,,,,,
214,species,Magnificent Frigatebird,Frégate superbe,Suliformes,Fregatidae,,Fregata,Fregata magnificens,Monotypic.,,,,,,
215,species,Great Frigatebird,Frégate du Pacifique,Suliformes,Fregatidae,,Fregata,Fregata minor,,,,,,,
198,species,Masked Booby,Fou masqué,Suliformes,Sulidae,,Sula,Sula dactylatra,,,,,,,
199,species,Nazca Booby,Fou de Grant,Suliformes,Sulidae,,Sula,Sula granti,Monotypic.,,,,,,
200,species,Blue-footed Booby,Fou à pieds bleus,Suliformes,Sulidae,,Sula,Sula nebouxii,,,,,,,
201,species,Peruvian Booby,Fou varié,Suliformes,Sulidae,,Sula,Sula variegata,Monotypic.,A,,,,,
202,species,Brown Booby,Fou brun,Suliformes,Sulidae,,Sula,Sula leucogaster,,,,,,,
203,species,Red-footed Booby,Fou à pieds rouges,Suliformes,Sulidae,,Sula,Sula sula,,,,,,,
204,species,Northern Gannet,Fou de Bassan,Suliformes,Sulidae,,Morus,Morus bassanus,Monotypic.,,,,,,
213,species,Anhinga,Anhinga d'Amérique,Suliformes,Anhingidae,,Anhinga,Anhinga anhinga,,,,,,,
14751,species,Brandt's Cormorant,Cormoran de Brandt,Suliformes,Phalacrocoracidae,,Urile,Urile penicillatus,Monotypic. Formerly placed in the genus Phalacrocorax.,,,,,,
14761,species,Red-faced Cormorant,Cormoran à face rouge,Suliformes,Phalacrocoracidae,,Urile,Urile urile,Monotypic. Formerly placed in the genus Phalacrocorax.,,,,,,
14771,species,Pelagic Cormorant,Cormoran pélagique,Suliformes,Phalacrocoracidae,,Urile,Urile pelagicus,Formerly placed in the genus Phalacrocorax.,,,,,,
210,species,Great Cormorant,Grand Cormoran,Suliformes,Phalacrocoracidae,,Phalacrocorax,Phalacrocorax carbo,,,,,,,
14791,species,Double-crested Cormorant,Cormoran à aigrettes,Suliformes,Phalacrocoracidae,,Nannopterum,Nannopterum auritum,Formerly placed in the genus Phalacrocorax.,,,,,,
14801,species,Neotropic Cormorant,Cormoran vigua,Suliformes,Phalacrocoracidae,,Nannopterum,Nannopterum brasilianum,Formerly placed in the genus Phalacrocorax.,,,,,,
205,species,American White Pelican,Pélican d'Amérique,Pelecaniformes,Pelecanidae,,Pelecanus,Pelecanus erythrorhynchos,Monotypic.,,,,,,
206,species,Brown Pelican,Pélican brun,Pelecaniformes,Pelecanidae,,Pelecanus,Pelecanus occidentalis,,,,,,,
217,species,Pinnated Bittern,Butor mirasol,Pelecaniformes,Ardeidae,,Botaurus,Botaurus pinnatus,,,,,,,
218,species,American Bittern,Butor d'Amérique,Pelecaniformes,Ardeidae,,Botaurus,Botaurus lentiginosus,Monotypic.,,,,,,
219,species,Yellow Bittern,Blongios de Chine,Pelecaniformes,Ardeidae,,Ixobrychus,Ixobrychus sinensis,Monotypic.,A,,,,,
220,species,Least Bittern,Petit Blongios,Pelecaniformes,Ardeidae,,Ixobrychus,Ixobrychus exilis,,,,,,,
2057,species,Little Bittern,Blongios nain,Pelecaniformes,Ardeidae,,Ixobrychus,Ixobrychus minutus,,A,,,,,
221,species,Rufescent Tiger-Heron,Onoré rayé,Pelecaniformes,Ardeidae,,Tigrisoma,Tigrisoma lineatum,,,,,,,
222,species,Fasciated Tiger-Heron,Onoré fascié,Pelecaniformes,Ardeidae,,Tigrisoma,Tigrisoma fasciatum,,,,,,,
223,species,Bare-throated Tiger-Heron,Onoré du Mexique,Pelecaniformes,Ardeidae,,Tigrisoma,Tigrisoma mexicanum,Monotypic.,,,,,,
224,species,Great Blue Heron,Grand Héron,Pelecaniformes,Ardeidae,,Ardea,Ardea herodias,,,,,,,
225,species,Gray Heron,Héron cendré,Pelecaniformes,Ardeidae,,Ardea,Ardea cinerea,,A,,,,,
226,species,Cocoi Heron,Héron cocoi,Pelecaniformes,Ardeidae,,Ardea,Ardea cocoi,Monotypic.,,,,,,
2058,species,Purple Heron,Héron pourpré,Pelecaniformes,Ardeidae,,Ardea,Ardea purpurea,Monotypic.,A,,,,,
227,species,Great Egret,Grande Aigrette,Pelecaniformes,Ardeidae,,Ardea,Ardea alba,,,,,,,
12871,species,Intermediate Egret,Héron intermédiaire,Pelecaniformes,Ardeidae,,Ardea,Ardea intermedia,Formerly placed in the genus Mesophoyx.,A,,,,,
11271,species,Whistling Heron,Héron flûte-du-soleil,Pelecaniformes,Ardeidae,,Syrigma,Syrigma sibilatrix,,A,,,,,
229,species,Chinese Egret,Aigrette de Chine,Pelecaniformes,Ardeidae,,Egretta,Egretta eulophotes,Monotypic.,A,,,,,
230,species,Little Egret,Aigrette garzette,Pelecaniformes,Ardeidae,,Egretta,Egretta garzetta,,,,,,,
231,species,Western Reef-Heron,Aigrette à gorge blanche,Pelecaniformes,Ardeidae,,Egretta,Egretta gularis,,A,,,,,
232,species,Snowy Egret,Aigrette neigeuse,Pelecaniformes,Ardeidae,,Egretta,Egretta thula,,,,,,,
233,species,Little Blue Heron,Aigrette bleue,Pelecaniformes,Ardeidae,,Egretta,Egretta caerulea,Monotypic.,,,,,,
234,species,Tricolored Heron,Aigrette tricolore,Pelecaniformes,Ardeidae,,Egretta,Egretta tricolor,,,,,,,
235,species,Reddish Egret,Aigrette roussâtre,Pelecaniformes,Ardeidae,,Egretta,Egretta rufescens,,,,,,,
236,species,Cattle Egret,Héron garde-boeufs,Pelecaniformes,Ardeidae,,Bubulcus,Bubulcus ibis,"Not recognized by del Hoyo et al. (1992) or Clements (2000) or Howard and Moore (2003), but included in treatments Peters (1979).",,,,,,
237,species,Chinese Pond-Heron,Crabier chinois,Pelecaniformes,Ardeidae,,Ardeola,Ardeola bacchus,Monotypic.,A,,,,,
238,species,Green Heron,Héron vert,Pelecaniformes,Ardeidae,,Butorides,Butorides virescens,,,,,,,
239,species,Striated Heron,Héron strié,Pelecaniformes,Ardeidae,,Butorides,Butorides striata,,,,,,,
240,species,Agami Heron,Héron agami,Pelecaniformes,Ardeidae,,Agamia,Agamia agami,Monotypic.,,,,,,
241,species,Capped Heron,Héron coiffé,Pelecaniformes,Ardeidae,,Pilherodius,Pilherodius pileatus,Monotypic.,,,,,,
242,species,Black-crowned Night-Heron,Bihoreau gris,Pelecaniformes,Ardeidae,,Nycticorax,Nycticorax nycticorax,,,,,,,
243,species,Yellow-crowned Night-Heron,Bihoreau violacé,Pelecaniformes,Ardeidae,,Nyctanassa,Nyctanassa violacea,,,,,,,
